酒名,url,酒譜,介紹,步驟,口味,評論
Brown Derby,https://www.liquor.com/recipes/brown-derby/,"{'Bourbon': '11/2 ounce', 'Fresh grapefruit juice': '1 ounce', 'Honey syrup': '1/2 ounce'}","[""The classic bourbon Brown Derby cocktail is named for the eponymous hat-shaped Los Angeles diner. It's both sweet and sour with a hefty dose of grapefruit juice and a touch of honey syrup. Try this recipe now to find out what all the hype is about.""]","['Add all ingredients into a shaker with ice and shake.', 'Fine-strain into a cocktail glass.', 'Express the oil from a grapefruit twist and drop in to garnish (or garnish with a grapefruit wedge).', '*Honey syrup: Add 1/2 cup honey and 1/2 cup water to a small saucepan over medium heat. (You can experiment and decide how much of a honey flavor you want in your syrup. The more honey you use, the thicker the syrup and stronger in flavor it will be.) Stir until blended. Strain into a jar and seal tightly with a lid. Will keep for 1 month in the refrigerator.']",Sweet,"[['Very refreshing drink, the honey mellows the bitterness of the grapefruit just enough but neither overpower the drink which allows the bourbon to retain the backbone (though I do prefer a bottle in bond bourbon that stands up a little more to the grapefruit juice).'], ['we loved it adding to our list of cocktails - I was lucky enough to have eaten at the BrownDerby...........']]"
Bulleit Bourbon Kentucky Buck,https://www.liquor.com/recipes/bulleit-bourbon-kentucky-buck/,"{'Fresh lemon juice': '1/2 ounce', 'Medium strawberry': '1', 'Bulleit bourbon': '11/2 ounce', 'Simple syrup': '1/2 ounce', 'Angostura bitters': '2 dash', 'Ginger beer': 'to top'}","[""Love bourbon? Don't miss this simple and delicious whiskey drink.""]","['In a shaker, muddle the lemon juice and strawberry.', 'Add the bourbon, simple syrup, bitters and ice and shake.', 'Strain into a Collins glass over fresh ice.', 'Top with the ginger beer.', 'Garnish with a skewered lemon wheel and a thinly sliced strawberry.']",Sweet,NULL
Tom Yum on a Rock,https://www.liquor.com/recipes/tom-yum-on-a-rock/,"{'Lime': '1 wedge', 'Makrut lime leaf': '1', ' Chopped lemongrass ': '1 stalk', 'Fresh lime juice': '1 ounce', 'Beluga vodka': '13/4 ounce', 'Cointreau': '2/3 ounce', 'Palm sugar syrup ': '2/3 ounce'}","['There’s nothing quite like this tangy, spicy sipper at Six Senses resort bar The Den on Koh Yao Noi, Thailand, while taking in the sweeping views of Phang Nga Bay and the islands and rock formations in the distance. It’s reminiscent of the Thai hot and sour soup, and the drink’s secret weapon is TomYam syrup made from a closely guarded recipe. (“Tom” refers to the boiling process, while “yam” is a spicy and sour salad.”) It has been replaced here with palm sugar syrup. To amp up the aromatics, muddle more makrut and lemongrass, as well as some galangal and ginger.', 'This recipe originally appeared as part of “How to Turn Your Favorite Asian Dish into a Cocktail.”']","['Rub the lime wedge on half of the outer rim of a rocks glass, and coat the glass in a mixture of equal-parts red pepper flakes and sea salt and set aside.', 'Add the makrut lime leaf, lemongrass and lime juice into a shaker and muddle gently.', 'Add the vodka, Cointreau, syrup and ice and shake until well-chilled.', 'Double-strain into the prepared glass over fresh ice.', 'Garnish with a lime wheel and red chile pepper on a bamboo pick.']",Savory,[['33/50 = 2/3-oz ???']]
Duck Fried Rice,https://www.liquor.com/recipes/duck-fried-rice/,"{'lemongrass-infused gin': '1 ounce', 'sesame-infused vodka': '1 ounce', 'Bittermens tepache spiced pineapple liqueur': '1/2 ounce', 'MSG': '1 dash', 'fresh lime juice': '1/2 ounce'}","['“It’s a fusion and reflection of our culinary direction and cocktail creativity,” says Laine Peterson, the manager of The Up Room in Chicago’s Robey hotel, about this cocktail variation on the popular Chinese side dish. “It’s something familiar, a Moscow Mule meets globally influenced comfort food in drink form.” Lemongrass refreshes while sesame and ginger offer a savory note and tepache—a fermented spicy pineapple liqueur originating in Mexico and South America—adds sweetness. The original recipe called for duck fat to be sprayed on top, but that’s been omitted to appeal to vegetarians.', 'This recipe originally appeared as part of “How to Turn Your Favorite Asian Dish into a Cocktail.”']","['Add the gin, vodka, liqueur and MSG into a shaker with ice and shake until well-chilled.', 'Strain into a miso soup cup over an ice sphere.', 'Garnish with a fortune cookie.']",Savory,NULL
Pho-King Champ,https://www.liquor.com/recipes/pho-king-champ/,"{'Absolut Elyx vodka': '33/50 ounce', 'Dry Sack 15-year-old oloroso sherry': '1/4 ounce', 'Pho broth': '1 ounce', 'Fresh lime juice': '1/4 ounce', 'Mineral saline ': '2 drops'}","['“A twist on the classic Bull Shot reimagined through the lens of Vietnamese pho” is how Chad Solomon, the co-creator of Midnight Rambler in Dallas, describes this drink. The name is a nod to the defunct San Francisco avant rock band The Fucking Champs, who were forced to change their name from The Champs when they were called out by the original 1950s band. The house-made broth has incredible depth of flavor. But if you don’t want to take the time to make it, set aside a few ladlefuls from your favorite pho joint.', 'This recipe originally appeared as part of “How to Turn Your Favorite Asian Dish into a Cocktail.”']","['Add all ingredients into a shaker with ice and shake until chilled.', 'Strain into a shot glass.', 'Garnish with a cilantro leaf.', '*Pho broth: Roast 1/2 lb peeled and quartered white onion and 2 oz peeled and halved ginger root at 350 degrees for 25 minutes. Grind and pan-toast 3/4 tsp black cardamom, 3/4 tsp green cardamom, 8 star anise pods, one 3-inch stick cassia bark, 1 1/4 tsp black peppercorns and 1 tsp allspice. Add ground and toasted spices, roasted onion and ginger to 1 qt boiling Kitchen Basics no-sodium beef stock. Remove from heat, let infuse for 30 minutes and fine-strain through a chinois followed by a 50 micron superbag. To the strained broth add 1 tsp salt, 2 tbsp sugar, 2 tsp fish sauce, 1/3 tsp Sriracha, 2 1/2 tbsp hoisin sauce, 1/3 tsp. Bragg liquid aminos and stir well. Store in the refrigerator.']",Savory,[['I was there for the creation of this shot and it is so amazing and so delicious.']]
Horn of the Bulls,https://www.liquor.com/recipes/horn-of-the-bulls/,"{'El Jimador blanco tequila': '11/2 ounce', 'Midori': '1/2 ounce', 'cucumber syrup': '1/2 ounce', 'pineapple juice': '3/4 ounce', 'heavy cream': '3/4 ounce', 'egg white': '1 ounce', 'salt': '1 pinch', 'chilled soda water': 'to top'}","['Will Lee, the beverage director of Grey Ghost and Second Best in Detroit, is a big fan of pairing Midori with white grassy spirits like herbaceous gins and blanco tequilas, as well as salty ingredients, as in this cocktail. As for the green liqueur’s propensity for sweetness, he says, “As long as you’re able to balance those flavors, it can be a great complementary component to use in any cocktail.”', 'This recipe originally appeared as part of “What the #$@! Do I Do with This? Midori: What It Is and How to Use It.”']","['Add all ingredients except soda water into a shaker and dry-shake (no ice) to emulsify.', 'Add ice and shake again until well-chilled.', 'Double-strain into a Collins glass without ice and top with soda water.', 'Garnish with a dehydrated or fresh lime wheel.', '*Cucumber syrup: Add 1/2 cup sugar and 1/2 cup water into small saucepan and cook on medium heat until sugar is dissolved. Remove mixture from heat, let cool slightly, then add 6 peeled slices of cucumber (1/2-inch-thick each). Allow to steep for 10 minutes, remove solids and store in refrigerator for up to a week.']",Savory,NULL
Lion’s Tail,https://www.liquor.com/recipes/lions-tail/,"{'bourbon': '2 ounce', 'Angostura bitters': '4 dash', 'fresh lime juice': '1/2 ounce', 'ounce Simple syrup': '1/2 ounce', 'allspice dram': '1/2 ounce'}","['One of the great forgotten cocktail ingredients, allspice dram (sometimes called pimento dram), is experiencing a revival. Here it is in a classic cocktail made with bourbon and fresh lime juice.']","['Add all ingredients into a shaker with ice and shake for 10 to 15 seconds.', 'Strain into a coupe or cocktail glass.', 'Lightly express the oil from an orange peel over top.']",Savory,NULL
Benton’s Old Fashioned,https://www.liquor.com/recipes/bentons-old-fashioned/,"{'Fat-washed Four Roses bourbon': '2 ounce', 'Grade B maple syrup': '1/4 ounce', 'Angostura bitters': '2 dash'}","['Created by Don Lee of New York City’s PDT in 2007, this cocktail started the fat-washing cocktail trend that’s still active in bars all over the world.']","['Add all the ingredients into a mixing glass and stir.', 'Strain into a rocks glass with one large ice cube.', 'Express the oil of an orange peel over the cocktail and drop in the peel.', '*Fat-washed Four Roses bourbon (from Jim Meehan’s “The PDT Cocktail Book”): In a cambro/container, combine 1 750 mL bottle of Four Roses bourbon and 1 1/2 oz liquified fat from Benton’s Smoky Mountain country ham. Set aside for 4 hours to infuse. Place the container in the freezer for 2 hours. Take the container out of the freezer, and strain the bourbon from the solidified fat with terry cloth or cheesecloth.']",Savory,NULL
Bloody Caesar,https://www.liquor.com/recipes/bloody-caesar/,"{'celery salt': 'NULL', 'vodka': '11/2 ounce', 'Clamato juice': '4 ounce', 'Worcestershire sauce': '2 dash', 'Tabasco sauce': '2 dash', 'prepared horseradish': 'to taste '}",['This clam-juice-spiked Bloody Mary is the national cocktail of Canada.'],"['Coat the rim of a tall glass with celery salt, fill with ice and set aside.', 'Add remaining ingredients into a mixing glass with ice.', 'Pour back and forth into another mixing glass a few times to mix.', 'Strain into the prepared glass.', 'Garnish with a cucumber spear, lime wedge and parsley sprig.']",Savory,"[['Every Canadian I\'ve ever known is adamant that it\'s not a ""Bloody Caesar"", but simply a ""Caesar"".'], [""I'm sorry, a parsley sprig?""], ['Even the photographer got that part right.'], [""Thank you, you are absolutely right. It's been changed to celery stalk in the ingredients. We appreciate you helping to make our site better.""], ['As a Canadian bartender with 20 years experience, I can stand behind this recipe as a solid foundation for making a Caesar. Especially with regards to horseradish being optional, as I don’t recall it being a traditional ingredient in the Caesar’s my parents would make, long before I got behind a bar. I would say it started appearing on bar menus 10-15 years ago, with mixed reviews. If you do use horseradish, be sure to mix it well.\nSome other helpful tips:\n-If you can’t find celery salt, try using store bought steak rub or Tex-mex style seasoning, chilli powder, etc.\n-SPICE THE ICE! After rimming the glass, add lots of ice, then your worcestershire & tabasco, before the vodka and Clamato juice.\n-Try using a higher ratio of Worcestershire to tabasco than the 1:1 in this recipe. I usually do 4:1, unless the guest requests it to be mild. I prefer my Caesar to be “muddy” (extra Worcestershire) and spicy. However, like a martini, everyone has their preferences.\n-Garnishes are a wild card theses days. Lime or lemon is standard, along with celery. Cucumber, pickeled beans or asparagus are also common now. To the extreme, some bars offer things like shrimp, bacon, sliders, lobster tail, etc. To each their own.'], ['Not sure if it\'s ""authentic"", but I don\'t have celery salt but I found that Old Bay seasoning works pretty well, especially in the Caesar version.']]"
Bloody Maria,https://www.liquor.com/recipes/bloody-maria/,"{'Tequila': '2 ounce', 'Tomato juice': '4 ounce', 'Fresh lemon juice': '1/2 ounce', 'Worcestershire sauce': '4 dash', 'Tabasco sauce': '2 dash', 'Tapatio hot sauce': '2 dash', 'Prepared horseradish': '1/2 tbsp', 'Celery salt': '1 pinch', 'Ground black pepper': '1 pinch'}","['Tequila shoulders out vodka in this south-of-the-border spin on the brunch-favorite Bloody Mary. Laced with two brands of hot sauce, the Bloody Maria gains extra kick from a hefty dose of horseradish and is generously garnished with a cucumber spear, jalapeño slices and queso fresco. Make your next brunch a fiesta with this tequila-spiked Bloody Mary.']","['Add all the ingredients to a shaker and fill with ice.', 'Shake briefly and strain into a pint glass filled with fresh ice.', 'Garnish with a lime wedge, a lemon wedge, a cucumber spear and a skewer of sweet pepper slices, jalapeño slices and queso fresco.', '.']",Savory,NULL
Michelada,https://www.liquor.com/recipes/michelada/,"{'Salt': 'NULL', 'Cayenne pepper': 'NULL', 'Lime juice': '1/2 ounce', 'Tabasco sauce': '2 drops', 'Worcestershire sauce': '2 dash', 'Ground black pepper': '1 pinch', 'Celery salt': '1 pinch', 'Mexican lager beer ': 'NULL'}","['The classic Mexican Michelada recipe kicks up the flavor of a cold beer. We break down the steps to the Michelada, or Chelada as some call it, to make it easy.']","['Rub the lime wedge along half the rim of the pint glass and dip into a mix of equal parts salt and cayenne pepper.', 'Add the remaining ingredients except the beer.', 'Fill with beer and garnish with a fresh lime wedge if you like.']",Savory,NULL
